node_id,node_name,latitude,longitude,reeds_ba,voltage,load_participation_factor,bus_type,area,geometry,ReEDS_Region_UPDATE,nercr,transreg,subFERC,cendiv,st,interconnect,country,usda,aggreg,last_digits_node_id,id,FromBus,ToBus,Vn [kV],Length[km],Remarks,CKT,R [pu],X [pu],B [pu],Rate1[MVA],Rate2[MVA],Add [Y/N],Type,GeomCode,Conductor,Area,ReEDS_Region,Longitude,Latitude,last_digits_ToBus
20160308,VAIL_160308,32.069688,-110.81314,,345.0,0.0,PQ,16_WECC,"POINT(32.069688,-110.81314)",p30,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,60308,173,700038,160308,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60308
20160308,VAIL_160308,32.069688,-110.81314,,345.0,0.0,PQ,16_WECC,"POINT(32.069688,-110.81314)",p30,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,60308,174,700038,160308,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60308
20010403,CABEZON_10403,35.74458,-107.13344,,345.0,0.0,PQ,10_WECC,"POINT(35.74458,-107.13344)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10403,150,700032,10403,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10403
20010403,CABEZON_10403,35.74458,-107.13344,,345.0,0.0,PQ,10_WECC,"POINT(35.74458,-107.13344)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10403,151,700032,10403,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10403
20064069,MACHACEK_64069,39.544293,-115.971359,,230.0,0.0,PQ,64_WECC,"POINT(39.544293,-115.971359)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64069,47,700012,64069,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64069
20064069,MACHACEK_64069,39.544293,-115.971359,,230.0,0.0,PQ,64_WECC,"POINT(39.544293,-115.971359)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64069,48,700012,64069,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64069
20189016,INNOVATION_189016,36.582484,-115.947162,,230.0,0.0,PQ,18_WECC,"POINT(36.582484,-115.947162)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,89016,38,700009,189016,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,89016
20189016,INNOVATION_189016,36.582484,-115.947162,,230.0,0.0,PQ,18_WECC,"POINT(36.582484,-115.947162)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,89016,39,700009,189016,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,89016
20024019,CAMINO_24019,34.845281,-114.967467,,230.0,0.0,PQ,24_WECC,"POINT(34.845281,-114.967467)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,24019,192,700042,24019,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,24019
20024019,CAMINO_24019,34.845281,-114.967467,,230.0,0.0,PQ,24_WECC,"POINT(34.845281,-114.967467)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,24019,193,700042,24019,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,24019
20065193,BONANZA_65193,40.087232,-109.291713,,345.0,0.0,PQ,65_WECC,"POINT(40.087232,-109.291713)",p26,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,UT,western,USA,mountain,UT,65193,65,700016,65193,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65193
20065193,BONANZA_65193,40.087232,-109.291713,,345.0,0.0,PQ,65_WECC,"POINT(40.087232,-109.291713)",p26,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,UT,western,USA,mountain,UT,65193,66,700016,65193,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65193
20064308,ALPINE_64308,39.47084,-117.822861,,230.0,0.0,PQ,64_WECC,"POINT(39.47084,-117.822861)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64308,50,700013,64308,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64308
20064308,ALPINE_64308,39.47084,-117.822861,,230.0,0.0,PQ,64_WECC,"POINT(39.47084,-117.822861)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64308,51,700013,64308,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64308
20060190,KINPORT_60190,42.893347,-112.561003,,345.0,0.0,PQ,60_WECC,"POINT(42.893347,-112.561003)",p16,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,ID,western,USA,mountain,ID,60190,118,700024,60190,500345,0.0,New 500/345 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60190
20060190,KINPORT_60190,42.893347,-112.561003,,345.0,0.0,PQ,60_WECC,"POINT(42.893347,-112.561003)",p16,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,ID,western,USA,mountain,ID,60190,119,700024,60190,500345,0.0,New 500/345 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60190
20073571,SNOWYRNG_73571,41.334858,-105.560925,,230.0,0.0,PQ,73_WECC,"POINT(41.334858,-105.560925)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,73571,70,700017,73571,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,73571
20073571,SNOWYRNG_73571,41.334858,-105.560925,,230.0,0.0,PQ,73_WECC,"POINT(41.334858,-105.560925)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,73571,71,700017,73571,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,73571
20629001,OVANDO_629001,46.9319,-113.099,,230.0,0.0,PQ,62_WECC,"POINT(46.9319,-113.099)",p17,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,29001,10,700003,629001,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,29001
20629001,OVANDO_629001,46.9319,-113.099,,230.0,0.0,PQ,62_WECC,"POINT(46.9319,-113.099)",p17,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,29001,11,700003,629001,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,29001
20065420,DAVEJOHN_65420,42.838414,-105.778387,,230.0,0.0,PQ,65_WECC,"POINT(42.838414,-105.778387)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65420,89,700020,65420,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65420
20019042,PARKER_19042,34.294916,-114.142478,,230.0,0.0,PQ,19_WECC,"POINT(34.294916,-114.142478)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,19042,184,700040,19042,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,19042
20019042,PARKER_19042,34.294916,-114.142478,,230.0,0.0,PQ,19_WECC,"POINT(34.294916,-114.142478)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,19042,185,700040,19042,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,19042
20030020,OLINDA_30020,40.384346,-122.383961,,500.0,0.0,PQ,30_WECC,"POINT(40.384346,-122.383961)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30020,19,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
20030020,OLINDA_30020,40.384346,-122.383961,,500.0,0.0,PQ,30_WECC,"POINT(40.384346,-122.383961)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30020,20,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
20630020,ROSEBUD MDU_630020,46.2604,-106.47319,,230.0,0.0,PQ,63_WECC,"POINT(46.2604,-106.47319)",p20,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,30020,19,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
20630020,ROSEBUD MDU_630020,46.2604,-106.47319,,230.0,0.0,PQ,63_WECC,"POINT(46.2604,-106.47319)",p20,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,30020,20,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
20010390,RIOPUERC_10390,35.3279,-106.856477,,345.0,0.0,PQ,10_WECC,"POINT(35.3279,-106.856477)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10390,141,700029,10390,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10390
20010390,RIOPUERC_10390,35.3279,-106.856477,,345.0,0.0,PQ,10_WECC,"POINT(35.3279,-106.856477)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10390,142,700029,10390,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10390
20070061,BOONE_70061,38.256501,-104.22482,,230.0,0.0,PQ,70_WECC,"POINT(38.256501,-104.22482)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,70061,26,700006,70061,345230,0.0,New 345/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,70061
20070061,BOONE_70061,38.256501,-104.22482,,230.0,0.0,PQ,70_WECC,"POINT(38.256501,-104.22482)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,70061,27,700006,70061,345230,0.0,New 345/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,70061
20014101,FOURCORN_14101,36.688118,-108.485426,,345.0,0.0,PQ,14_WECC,"POINT(36.688118,-108.485426)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,14101,146,700031,14101,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,14101
20014101,FOURCORN_14101,36.688118,-108.485426,,345.0,0.0,PQ,14_WECC,"POINT(36.688118,-108.485426)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,14101,147,700031,14101,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,14101
20065300,CASPERPP_65300,42.871684,-106.35995,,230.0,0.0,PQ,65_WECC,"POINT(42.871684,-106.35995)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65300,85,700022,65300,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65300
20065300,CASPERPP_65300,42.871684,-106.35995,,230.0,0.0,PQ,65_WECC,"POINT(42.871684,-106.35995)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65300,86,700022,65300,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65300
20065300,CASPERPP_65300,42.871684,-106.35995,,230.0,0.0,PQ,65_WECC,"POINT(42.871684,-106.35995)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65300,90,700020,65300,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65300
20030435,LAKEVILE_30435,38.247643,-122.583056,,230.0,0.0,PQ,30_WECC,"POINT(38.247643,-122.583056)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30435,261,700052,30435,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30435
20030435,LAKEVILE_30435,38.247643,-122.583056,,230.0,0.0,PQ,30_WECC,"POINT(38.247643,-122.583056)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30435,262,700052,30435,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30435
20622001,GTF 230SWYD_622001,47.543408,-111.223029,,230.0,0.0,PQ,62_WECC,"POINT(47.543408,-111.223029)",p18,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,22001,14,700004,622001,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,22001
20622001,GTF 230SWYD_622001,47.543408,-111.223029,,230.0,0.0,PQ,62_WECC,"POINT(47.543408,-111.223029)",p18,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,22001,15,700004,622001,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,22001
20010110,DIAMOND_TAIL_10110,35.361424,-106.339136,,345.0,0.0,PQ,10_WECC,"POINT(35.361424,-106.339136)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10110,127,700025,10110,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10110
20010110,DIAMOND_TAIL_10110,35.361424,-106.339136,,345.0,0.0,PQ,10_WECC,"POINT(35.361424,-106.339136)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10110,128,700025,10110,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10110
20010959,WSPIRIT_10959,34.6327,-105.665,,345.0,0.0,PQ,10_WECC,"POINT(34.6327,-105.665)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10959,133,700027,10959,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10959
